run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,volume,n_exits,swap_comm,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind,mode
cmpr2B2_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 15:35:00,SELL,4149.824,4155.463,2026-07-06 16:54:09,4155.558,sl 4155.463,-45.87,4908.56,0.08,1,0.0,45.11200000000099,-1.0168026245788038,79.15,4155.463,False,sl,B2
cmpr2B2_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-08 18:55:00,SELL,4085.456,4097.148,2026-07-09 00:00:49,4080.581,sl 4080.489,19.5,4928.06,0.04,1,0.0,46.76800000000003,0.4169517618884705,305.81666666666666,4080.489,True,sl,B2
cmpr2B2_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-09 06:00:00,SELL,4081.94,4087.765,2026-07-09 06:00:13,4087.98,sl 4087.765,-48.32,4879.74,0.08,1,0.0,46.59999999999855,-1.0369098712446676,0.2166666666666666,4087.765,False,sl,B2
cmpr2B2_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 00:30:00,BUY,4119.706,4114.899,2026-07-10 00:33:46,4114.897,sl 4114.899,-48.09,4831.65,0.1,1,0.0,48.06999999999789,-1.0004160599126717,3.7666666666666666,4114.899,False,sl,B2
cmpr2B2_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 12:20:00,SELL,4109.208,4119.973,2026-07-10 13:39:56,4097.463,sl 4097.414,50.16,4881.81,0.04,2,0.0,43.06000000000131,1.1648862052949018,79.93333333333334,4097.414,True,sl,B2
cmpr2B2_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-13 08:35:00,SELL,4072.513,4084.679,2026-07-13 10:51:18,4056.631,sl 4056.406,63.53,5063.53,0.04,1,0.0,48.66400000000067,1.305482492191335,136.3,4056.406,True,sl,B2
cmpr2B2_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 04:25:00,SELL,4033.118,4036.683,2026-07-15 04:42:09,4029.177,sl 4029.142,56.33,5119.86,0.14,2,0.0,49.91000000000077,1.1286315367661617,17.15,4029.142,True,sl,B2
cmpr2B2_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 11:55:00,SELL,4036.204,4043.272,2026-07-15 12:30:01,4043.521,sl 4043.272,-51.22,5068.64,0.07,1,0.0,49.4759999999983,-1.0352494138572592,35.016666666666666,4043.272,False,sl,B2
cmpr2B2_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-16 09:05:00,SELL,4035.513,4039.571,2026-07-16 11:33:50,4028.912,sl 4028.892,97.73,5166.37,0.12,2,0.0,48.69599999999991,2.006941021849848,148.83333333333334,4028.892,True,sl,B2
cmpr2B2_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-17 07:10:00,SELL,3995.105,4011.001,2026-07-17 09:23:57,4000.902,sl 4000.596,-17.39,5148.98,0.03,1,0.0,47.68800000000056,-0.3646619694682058,133.95,4000.596,True,sl,B2
cmpr2B2_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-20 12:10:00,BUY,4016.445,4009.342,2026-07-20 12:21:37,4009.239,sl 4009.342,-50.45,4949.55,0.07,1,0.0,49.72100000000047,-1.0146618129160625,11.616666666666667,4009.342,False,sl,B2
cmpr2B2_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-21 11:25:00,BUY,4059.611,4052.549,2026-07-21 12:35:37,4057.261,sl 4057.347,-16.45,4933.1,0.07,1,0.0,49.433999999999294,-0.332766921551973,70.61666666666666,4057.347,True,sl,B2
cmpr2B2_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-23 02:00:00,BUY,4118.111,4111.151,2026-07-23 04:52:59,4120.458,sl 4120.468,16.43,4949.53,0.07,1,0.0,48.72000000000026,0.337233169129719,172.98333333333332,4120.468,True,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-27 05:50:00,BUY,4086.506,4081.122,2026-07-27 07:41:18,4098.113,sl 4098.177,104.47,5104.47,0.09,1,0.0,48.45600000000013,2.1559765560508444,111.3,4098.177,True,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 01:40:00,SELL,4029.116,4032.939,2026-07-29 02:22:31,4032.939,sl 4032.939,-49.7,5054.77,0.13,1,0.0,49.69899999999825,-1.000020121129233,42.516666666666666,4032.939,False,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 03:05:00,SELL,4028.909,4033.853,2026-07-29 05:11:57,4031.687,sl 4031.497,-27.78,5026.99,0.1,1,0.0,49.4399999999996,-0.5618932038834997,126.95,4031.497,True,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-30 05:05:00,BUY,4045.192,4037.626,2026-07-30 05:18:37,4037.567,sl 4037.626,-45.75,4981.24,0.06,1,0.0,45.39599999999882,-1.0077980438805445,13.616666666666667,4037.626,False,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 00:25:00,BUY,4103.101,4095.818,2026-07-31 00:30:34,4095.747,sl 4095.818,-44.13,4937.11,0.06,1,0.0,43.69799999999668,-1.0098860359742632,5.566666666666666,4095.818,False,sl,B2
cmpr2B2_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 17:30:00,SELL,4050.521,4056.96,2026-07-31 19:45:08,4055.866,sl 4055.858,-37.41,4899.7,0.07,1,0.0,45.07299999999896,-0.8299869101235964,135.13333333333333,4055.858,True,sl,B2
cmpr2B2_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 00:15:00,SELL,4063.771,4071.12,2026-08-04 01:19:33,4050.621,sl 4050.535,78.9,5078.9,0.06,1,0.0,44.09399999999823,1.7893590964757828,64.55,4050.535,True,sl,B2
cmpr2B2_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 09:10:00,BUY,4051.6,4048.157,2026-08-04 09:35:27,4048.002,sl 4048.157,-50.37,5028.53,0.14,1,0.0,48.2019999999966,-1.0449773868304957,25.45,4048.157,False,sl,B2
cmpr2B2_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-06 06:40:00,BUY,4253.544,4247.236,2026-08-06 07:52:44,4252.454,sl 4252.538,-7.63,5020.9,0.07,1,0.0,44.15599999999996,-0.1727964489537097,72.73333333333333,4252.538,True,sl,B2
cmpr2B2_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-10 14:00:00,BUY,4318.337,4313.675,2026-08-10 16:32:01,4349.823,sl 4349.865,351.91,5351.91,0.1,2,0.0,46.62000000000262,7.548477048476625,152.01666666666668,4349.865,True,sl,B2
cmpr2B2_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-11 05:00:00,BUY,4408.968,4399.131,2026-08-11 05:17:05,4399.131,sl 4399.131,-49.18,5302.73,0.05,1,0.0,49.18499999999767,-0.9998983429907964,17.083333333333332,4399.131,False,sl,B2
cmpr2B2_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-12 10:50:00,BUY,4409.54,4403.875,2026-08-12 12:05:04,4407.338,sl 4407.397,-1.74,5300.99,0.09,2,0.0,50.98499999999967,-0.0341276846131217,75.06666666666666,4407.397,True,sl,B2
cmpr2B2_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-13 04:30:00,BUY,4398.221,4387.782,2026-08-13 05:32:12,4395.919,sl 4395.920,-11.51,5289.48,0.05,1,0.0,52.19499999999698,-0.2205192068205894,62.2,4395.92,True,sl,B2
cmpr2B2_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-14 18:05:00,BUY,4381.324,4372.654,2026-08-14 18:45:27,4372.587,sl 4372.654,-52.42,5237.06,0.06,1,0.0,52.01999999999498,-1.007689350250001,40.45,4372.654,False,sl,B2
cmpr2B2_swing_2026-08-17__M15sig,2026-08-17,M15sig,2026-08-19 07:35:00,SELL,4359.218,4364.099,2026-08-19 08:44:08,4363.319,sl 4363.277,-41.01,4958.99,0.1,1,0.0,48.81000000000313,-0.8401966810079363,69.13333333333334,4363.277,True,sl,B2
